Rooms,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Longtitude,YearSold,Type_h,Type_ht,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria
2.0,560000.0,12.0,2.0,1.0,1.0,198.0,98.2,145.02988,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1175000.0,12.0,3.0,1.0,4.0,545.0,123.4,145.00922,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,800000.0,12.0,3.0,1.0,1.0,633.0,127.6,145.01806,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,960000.0,12.0,4.0,3.0,4.0,926.0,155.0,144.99106,2017,True,False,False,False,False,False,True,False,False,False,False,False
2.0,480000.0,12.0,2.0,1.0,0.8,286.0,88.6,144.98269,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,907000.0,12.0,3.0,1.0,2.0,550.0,201.6,144.98698,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1175000.0,12.0,4.0,1.0,3.0,545.0,145.0,145.00852,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,953000.0,12.0,3.0,1.0,2.0,743.0,115.0,145.0171,2017,True,False,False,False,False,False,True,False,False,False,False,False
5.0,912000.0,12.0,5.0,3.0,4.0,890.0,203.0,145.00277,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,900000.0,12.0,4.0,1.0,2.0,836.0,142.8,145.03082,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,751000.0,12.0,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,935000.0,12.0,3.0,1.0,2.0,768.0,113.6,145.0266,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,700000.0,12.0,3.0,1.0,1.0,533.0,108.8,144.99773,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,912000.0,12.0,4.0,1.0,2.0,871.0,142.8,145.00345,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,755000.0,12.0,3.0,1.0,1.0,482.0,109.0,144.99295,2017,True,False,False,False,False,False,True,False,False,False,False,False
2.0,920000.0,12.0,2.0,1.0,2.0,665.0,100.0,145.01884,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,857700.0,12.0,3.0,1.0,1.0,325.0,116.0,144.99681,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,902000.0,12.0,4.0,2.0,3.0,700.0,198.0,145.01775,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,950000.0,12.0,4.0,1.0,2.0,850.0,142.8,144.99546,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,900000.0,12.0,4.0,1.0,4.0,646.0,119.0,145.01862,2017,True,False,False,False,False,False,True,False,False,False,False,False
2.0,651000.0,12.0,2.0,1.0,2.0,212.6,94.8,144.99464,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,777500.0,12.0,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1210000.0,12.0,3.0,1.0,1.0,818.0,152.2,145.0285,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1181000.0,12.0,4.0,1.0,2.0,608.2,221.6,145.00982,2017,True,False,False,False,False,False,True,False,False,False,False,False
2.0,888000.0,12.0,2.0,1.0,2.0,649.0,101.0,145.01629,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,690000.0,12.0,3.0,1.0,2.0,514.0,119.6,144.9838,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,980000.0,12.0,3.0,2.0,3.0,944.0,158.4,145.008,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,780000.0,12.0,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,905000.0,12.0,4.0,1.0,2.0,870.0,142.8,145.02068,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,900000.0,12.0,3.0,1.0,1.0,694.0,127.6,145.0153,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1040000.0,12.0,3.0,2.0,1.0,461.0,134.0,145.00038,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,740000.0,12.0,4.0,1.0,2.0,512.0,118.0,144.98687,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,685000.0,12.0,3.0,1.0,3.0,494.0,102.0,144.98235,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1190000.0,12.0,4.0,2.0,3.0,650.0,198.0,145.01129,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,876000.0,12.0,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,810000.0,12.0,3.0,1.0,1.0,562.0,112.8,145.00306,2017,True,False,False,False,False,False,True,False,False,False,False,False
2.0,320000.0,12.0,2.0,1.0,1.0,89.0,65.0,145.00132,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,901000.0,12.0,3.0,1.0,2.0,695.0,104.2,145.01289,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,730000.0,12.0,3.0,1.0,1.0,541.4,133.6,145.01506,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,780000.0,12.0,3.0,1.0,3.0,627.0,115.4,144.99905,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,906000.0,12.0,3.0,1.0,2.0,741.0,96.6,145.01434,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,770000.0,12.0,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2018,True,False,False,False,False,False,True,False,False,False,False,False
4.0,850000.0,12.0,4.0,2.0,1.8,289.8,203.4,144.99658,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,834000.0,12.0,3.0,1.6,1.6,437.8,156.4,144.99678,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,865000.0,12.0,3.0,1.0,1.0,247.2,92.0,145.00984,2018,True,False,False,False,False,False,True,False,False,False,False,False
4.0,785000.0,12.0,4.0,2.0,3.0,700.0,221.8,145.02887,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,936000.0,12.0,3.0,2.0,2.0,612.0,158.2,144.98608,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,840000.0,12.0,3.0,1.0,1.0,643.0,157.8,145.03573,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,980000.0,12.0,3.0,1.0,1.0,683.0,93.0,145.02294,2018,True,False,False,False,False,False,True,False,False,False,False,False
4.0,890000.0,12.0,4.0,2.0,3.0,702.8,175.0,145.0311,2018,True,False,False,False,False,False,True,False,False,False,False,False
2.0,555000.0,12.0,2.0,1.0,0.8,286.0,88.6,144.98269,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,700500.0,12.0,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,660000.0,12.0,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2018,True,False,False,False,False,False,True,False,False,False,False,False
2.0,1070000.0,12.0,2.0,2.0,3.0,838.0,108.2,145.0195,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,775000.0,12.0,3.0,1.0,2.0,275.0,123.0,144.99559,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,980000.0,12.0,3.0,1.0,2.0,560.0,201.0,145.01219,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,775000.0,12.0,3.0,1.0,1.0,715.0,112.8,145.0022,2018,True,False,False,False,False,False,True,False,False,False,False,False
4.0,950000.0,12.0,4.0,2.0,2.0,857.0,205.0,145.00526,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,990000.0,12.0,3.0,2.0,2.0,289.0,119.0,144.99749,2018,True,False,False,False,False,False,True,False,False,False,False,False
2.0,522500.0,12.0,2.0,1.0,0.8,286.0,88.6,144.98269,2018,True,False,False,False,False,False,True,False,False,False,False,False
4.0,845000.0,12.0,4.0,1.0,2.0,690.4,122.0,145.03345,2018,True,False,False,False,False,False,True,False,False,False,False,False
2.0,445000.0,12.0,2.0,1.0,1.0,144.0,95.0,145.02372,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,947500.0,12.0,3.0,1.0,2.0,515.0,112.6,145.00038,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,800000.0,12.0,3.0,1.4,1.2,311.0,113.8,144.9929,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,600000.0,12.0,3.0,1.0,2.0,534.0,120.0,144.97873,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1022000.0,12.0,3.0,1.0,3.0,625.0,115.4,144.99482,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1285000.0,12.0,3.0,2.0,2.0,551.0,134.0,144.99419,2018,True,False,False,False,False,False,True,False,False,False,False,False
2.0,880000.0,12.0,2.0,1.0,0.0,697.0,131.0,145.02269,2018,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1305500.0,12.0,4.0,2.0,4.0,661.0,168.0,145.00226,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1029000.0,12.0,3.0,1.0,1.0,572.0,108.8,144.99767,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,795000.0,12.0,3.0,1.0,2.0,552.0,112.6,144.9987,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,822000.0,12.0,3.0,1.0,1.0,761.0,152.2,145.02801,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,900000.0,12.0,3.0,1.0,2.0,906.0,93.2,145.00461,2018,True,False,False,False,False,False,True,False,False,False,False,False
2.0,650000.0,12.0,2.0,1.0,2.0,581.0,75.0,145.02981,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,728000.0,12.0,3.0,1.0,1.0,239.0,127.6,145.01904,2018,True,False,False,False,False,False,True,False,False,False,False,False
2.0,730000.0,12.0,2.0,2.0,2.0,192.0,106.4,144.99266,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,935000.0,12.0,3.0,1.0,2.0,892.0,113.6,145.02653,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,730000.0,12.0,3.0,1.0,2.0,587.0,112.6,144.99782,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,610000.0,12.0,3.0,1.0,2.0,609.0,86.0,145.03447,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,810000.0,12.0,3.0,2.0,2.0,186.0,118.0,145.01103,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,651000.0,12.0,3.0,2.0,1.0,289.0,134.0,145.01666,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,920000.0,12.0,3.0,1.0,2.0,680.0,119.0,145.02343,2018,True,False,False,False,False,False,True,False,False,False,False,False
3.0,900000.0,12.0,3.0,2.0,2.0,485.0,121.0,144.991,2018,True,False,False,False,False,False,True,False,False,False,False,False
4.0,777000.0,12.1,3.0,1.0,2.0,700.0,176.0,144.9399,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,570000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,545000.0,12.1,3.0,2.0,3.0,230.0,113.0,144.9486,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,719000.0,12.1,3.0,1.0,4.0,692.0,109.8,144.9412,2016,True,False,False,False,False,False,True,False,False,False,False,False
2.0,330000.0,12.1,2.0,1.0,1.0,249.0,2.0,144.939,2016,True,False,False,False,False,False,True,False,False,False,False,False
2.0,722000.0,12.1,3.0,3.0,1.0,580.0,103.0,144.9424,2016,True,False,False,False,False,False,True,False,False,False,False,False
2.0,542500.0,12.1,2.0,1.0,1.0,359.0,90.6,144.9436,2016,True,False,False,False,False,False,True,False,False,False,False,False
4.0,700000.0,12.1,2.0,2.0,2.0,700.0,168.0,144.9384,2016,True,False,False,False,False,False,True,False,False,False,False,False
4.0,650000.0,12.1,4.0,1.0,4.0,588.0,161.4,144.9404,2016,True,False,False,False,False,False,True,False,False,False,False,False
5.0,800000.0,12.1,5.0,2.0,1.0,808.0,250.8,144.9491,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,716000.0,12.1,3.0,1.0,2.0,594.0,113.8,144.9483,2016,True,False,False,False,False,False,True,False,False,False,False,False
4.0,600500.0,12.1,4.0,2.0,1.0,462.0,161.0,144.9387,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,660000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2016,True,False,False,False,False,False,True,False,False,False,False,False
5.0,585000.0,12.1,5.0,2.0,1.0,590.0,259.2,144.9481,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,550000.0,12.1,3.0,1.0,3.0,610.0,142.0,144.9419,2016,True,False,False,False,False,False,True,False,False,False,False,False
2.0,610000.0,12.1,2.0,1.0,1.0,394.0,98.0,144.9507,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,480000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,605000.0,12.1,3.0,1.0,2.0,597.0,116.0,144.9478,2016,True,False,False,False,False,False,True,False,False,False,False,False
2.0,460000.0,12.1,2.0,1.0,4.0,360.0,91.0,144.9407,2016,True,False,False,False,False,False,True,False,False,False,False,False
2.0,545000.0,12.1,2.0,1.0,3.0,591.0,102.0,144.9471,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,631500.0,12.1,4.0,1.0,3.0,593.0,95.0,144.947,2016,True,False,False,False,False,False,True,False,False,False,False,False
4.0,750074.0,12.1,4.0,2.0,1.0,302.0,185.6,144.9474,2016,True,False,False,False,False,False,True,False,False,False,False,False
2.0,515000.0,12.1,2.0,1.0,2.0,345.0,79.0,144.9496,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,634000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,730000.0,12.1,3.0,1.0,2.0,570.0,134.0,144.9491,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,685500.0,12.1,3.0,1.0,2.0,724.0,103.0,144.9481,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1102000.0,12.1,3.0,1.0,2.0,1020.0,119.6,144.9434,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,591000.0,12.1,3.0,1.0,1.0,557.0,158.6,144.9432,2016,True,False,False,False,False,False,True,False,False,False,False,False
2.0,640000.0,12.1,2.0,1.0,1.0,612.0,90.8,144.9389,2016,True,False,False,False,False,False,True,False,False,False,False,False
4.0,870000.0,12.1,4.0,3.0,5.0,591.0,268.0,144.9489,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,770000.0,12.1,3.0,1.0,2.0,700.0,119.6,144.9469,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,740000.0,12.1,3.0,1.0,1.0,568.0,115.0,144.9438,2016,True,False,False,False,False,False,True,False,False,False,False,False
4.0,772500.0,12.1,3.0,2.0,2.0,595.0,184.4,144.9468,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,725000.0,12.1,3.0,2.0,4.0,560.0,129.8,144.9374,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,721000.0,12.1,3.0,1.0,3.0,539.0,115.4,144.9446,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,800000.0,12.1,3.0,2.0,2.0,565.0,116.0,144.9377,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,630000.0,12.1,3.0,1.0,1.0,604.0,112.0,144.9514,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,646000.0,12.1,3.0,1.0,2.0,574.0,106.0,144.9507,2016,True,False,False,False,False,False,True,False,False,False,False,False
3.0,970000.0,12.1,3.0,1.0,2.2,491.4,255.0,145.005516,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1641000.0,12.1,3.0,1.0,1.0,560.0,126.2,145.0709,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1420000.0,12.1,3.0,1.0,1.0,700.0,126.2,145.0718,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1180000.0,12.1,3.0,1.0,2.2,491.4,255.0,145.005516,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1430000.0,12.1,3.0,1.0,2.0,618.0,163.0,145.0686,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1370000.0,12.1,3.0,2.0,2.0,834.0,168.0,145.0736,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1355000.0,12.1,3.0,1.0,6.0,612.0,121.2,145.0716,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1670000.0,12.1,3.0,2.0,1.0,690.0,144.6,145.0726,2016,True,False,False,False,False,False,False,False,False,True,False,False
2.0,910500.0,12.1,2.0,1.0,2.0,313.0,131.2,145.0759,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1610000.0,12.1,4.0,2.0,2.0,660.0,167.0,145.0681,2016,True,False,False,False,False,False,False,False,False,True,False,False
5.0,1300000.0,12.1,5.0,2.0,2.0,683.0,223.0,145.0691,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1365000.0,12.1,3.0,2.0,2.0,627.0,158.8,145.0742,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1090000.0,12.1,3.0,2.0,2.0,553.0,138.0,145.0668,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1076000.0,12.1,3.0,1.0,1.0,554.0,123.0,145.0646,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1220000.0,12.1,3.0,1.0,2.0,735.0,147.0,145.0689,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1500000.0,12.1,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1260000.0,12.1,3.0,1.0,1.0,345.0,126.2,145.0729,2016,True,False,False,False,False,False,False,False,False,True,False,False
2.0,861500.0,12.1,2.0,2.0,1.0,293.0,125.0,145.0727,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1060000.0,12.1,3.0,1.0,2.0,595.0,130.0,145.0684,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1100000.0,12.1,3.0,2.0,2.0,506.0,169.0,145.0705,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1800000.0,12.1,4.0,2.0,2.0,990.0,267.0,145.0753,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1390000.0,12.1,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
2.0,435000.0,12.1,2.0,1.0,1.0,697.0,99.0,145.0676,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,1420000.0,12.1,3.0,1.0,2.2,491.4,255.0,145.005516,2016,True,False,False,False,False,False,False,False,False,True,False,False
3.0,820000.0,12.1,2.0,1.0,1.0,274.0,107.0,145.075,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,1580000.0,12.1,4.0,2.4,2.4,676.2,273.6,145.01184800000001,2016,True,False,False,False,False,False,False,False,False,True,False,False
4.0,760000.0,12.1,4.0,1.0,2.0,599.0,170.0,145.06566,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,765000.0,12.1,3.0,1.0,2.0,454.2,141.8,145.0736,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,730000.0,12.1,4.0,2.0,2.0,538.0,144.0,145.06517,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,970000.0,12.1,4.0,2.0,2.0,505.4,165.4,144.99310400000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,847500.0,12.1,4.0,2.0,2.0,527.0,201.8,145.0656,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,892000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,685000.0,12.1,3.0,1.0,2.0,557.0,93.6,145.05507,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,680000.0,12.1,3.0,1.0,1.0,539.0,144.4,145.05832,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,800000.0,12.1,3.0,2.0,1.0,663.8,209.4,145.058,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,960000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,740000.0,12.1,3.0,1.0,2.0,534.0,0.0,145.06144,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,715000.0,12.1,3.0,1.0,1.0,541.0,120.0,145.05423,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,853000.0,12.1,3.0,2.0,4.0,611.0,140.0,145.0638,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1405000.0,12.1,3.0,2.0,2.0,639.0,634.0,145.06008,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,730000.0,12.1,3.0,1.0,1.0,612.0,101.0,145.05945,2017,True,False,False,False,False,False,True,False,False,False,False,False
5.0,800000.0,12.1,5.0,2.0,1.0,578.2,264.8,145.0621,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,700000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,714000.0,12.1,3.0,1.0,2.0,412.0,102.2,145.06193,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,863000.0,12.1,4.0,2.0,1.0,554.8,114.0,145.04915,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,880000.0,12.1,4.0,2.0,2.0,520.0,261.0,145.04945,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,740000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1450000.0,12.1,4.0,2.0,2.0,505.4,165.4,144.99310400000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,830000.0,12.1,3.0,2.0,2.0,502.4,132.0,145.06785,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,660000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,620000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,870000.0,12.1,4.0,2.0,2.0,524.2,188.4,145.06249,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,880000.0,12.1,3.0,2.0,2.0,587.4,240.6,145.059,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,745000.0,12.1,3.0,1.0,2.0,586.0,102.2,145.07179,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,800000.0,12.1,4.0,1.0,1.0,535.0,132.0,145.0601,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,725000.0,12.1,4.0,1.0,2.0,542.0,130.0,145.06432,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,814000.0,12.1,3.0,1.0,2.0,542.0,0.0,145.05691,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,770000.0,12.1,4.0,2.0,1.0,586.0,166.0,145.07275,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1253000.0,12.1,4.0,2.0,2.0,760.0,366.0,145.05728,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,855000.0,12.1,4.0,2.0,2.0,594.0,198.4,145.071,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,733500.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,710000.0,12.1,3.0,1.0,1.0,540.0,142.0,145.05462,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1100000.0,12.1,4.0,3.0,2.0,659.2,315.0,145.06903,2017,True,False,False,False,False,False,True,False,False,False,False,False
2.0,841000.0,12.1,2.0,1.0,1.0,230.2,91.8,145.07608,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,805000.0,12.1,3.0,1.0,2.0,669.0,93.6,145.05424,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,670000.0,12.1,3.0,1.0,2.0,571.8,113.0,145.04387,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,910000.0,12.1,3.0,2.0,4.0,611.0,121.8,145.0485,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,915000.0,12.1,3.0,1.0,2.0,507.8,104.44000000000001,145.05724,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,780000.0,12.1,3.0,1.0,2.0,562.0,160.0,145.05331,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,680000.0,12.1,3.0,1.0,2.0,532.0,106.0,145.04515,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,690000.0,12.1,3.0,1.0,2.0,513.0,102.2,145.07377,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1020000.0,12.1,3.0,2.0,2.0,464.0,245.0,145.05227,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,920000.0,12.1,4.0,2.0,2.0,552.0,215.4,145.05606,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,850000.0,12.1,4.0,2.0,3.0,543.0,221.8,145.06523,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,758000.0,12.1,4.0,3.0,2.0,331.0,331.0,145.07345,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,815000.0,12.1,4.0,2.0,1.0,525.0,0.0,145.05556,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,680000.0,12.1,3.0,1.0,3.0,539.0,124.8,145.07548,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1121000.0,12.1,3.0,2.0,2.0,1167.0,126.4,145.0724,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1230000.0,12.1,3.0,2.0,2.0,463.8,124.8,145.09172,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,1010000.0,12.1,3.0,1.2,1.6,567.6,92.0,145.02252800000002,2017,True,False,False,False,False,False,True,False,False,False,False,False
5.0,999000.0,12.1,5.0,2.0,2.0,627.0,268.0,145.0799,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,780000.0,12.1,3.0,1.0,1.0,546.0,147.0,145.06463,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,1755000.0,12.1,4.0,3.0,2.0,564.0,373.0,145.0814,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,755000.0,12.1,4.0,2.0,2.0,300.0,162.0,145.07818,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,770000.0,12.1,4.0,2.0,1.0,537.0,142.0,145.05403,2017,True,False,False,False,False,False,True,False,False,False,False,False
10.0,900000.0,12.1,10.0,3.0,2.0,313.0,333.4,145.05381,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,755000.0,12.1,3.0,1.0,1.0,459.0,120.0,145.06154,2017,True,False,False,False,False,False,True,False,False,False,False,False
4.0,769000.0,12.1,4.0,2.0,2.0,662.0,211.8,145.07639,2017,True,False,False,False,False,False,True,False,False,False,False,False
3.0,782000.0,12.1,3.0,1.0,1.0,530.0,127.4,145.0774,2017,True,False,False,False,False,False,True,False,False,False,False,False
